 ,Area,X,Y,Perim.
285,11,3414.045,3780.591,14.485
286,26,3209.769,3788.269,18.142
287,29,2903.362,3793.983,20.485
288,22,4462.091,3798.682,16.728
289,242,2557.083,3815.851,58.527
290,56,3353.982,3812.893,30.142
291,145,3786.486,3818.403,50.426
292,121,3223.186,3819.913,41.698
293,24,3134.667,3821.875,18.142
294,21,1590.833,3825.214,17.314
295,9,3417.500,3835.500,9.657
296,147,3521.602,3846.446,46.284
297,85,3650.265,3858.218,39.456
298,3,3645.167,3864.500,7.657
299,20,3736.650,3865.550,18.971
300,10,3649.500,3867.300,13.314
301,47,3552.032,3934.287,30.627
302,3,3678.833,3962.167,5.657
303,3,3691.167,3963.167,5.657
304,1,3708.500,3962.500,2.828
305,4,3678.750,3965.500,7.657
306,8,3711.875,3973.875,11.314
307,235,3398.619,3986.615,63.012
308,3,3529.500,3995.500,6.828
309,1,3578.500,4005.500,2.828
