 ,Area,X,Y,Perim.
208,142,3754.197,2947.697,43.456
209,178,2772.624,2957.787,55.941
210,41,2505.134,2954.939,26.385
211,67,2624.410,2957.843,34.971
212,42,3860.286,2955.810,29.213
213,125,3947.884,2963.244,43.113
214,16,2987.062,2959.562,13.899
215,75,3175.833,2968.767,34.042
216,258,3724.310,2973.318,60.184
217,4,2908.000,2966.500,8.243
218,2,3184.000,2966.500,4.243
219,82,2535.134,2972.854,34.385
220,29,2581.121,2970.672,19.556
221,7,3820.786,2972.643,9.899
222,44,3827.750,2974.909,24.971
223,1,2883.500,2973.500,2.828
224,20,2888.550,2978.750,15.899
225,62,3984.661,2982.242,29.556
226,43,2989.640,2988.756,24.971
227,2,2882.500,2989.000,4.828
228,11,1145.227,2994.318,11.899
229,16,3085.750,2999.500,15.899
230,53,2543.689,3004.311,27.213
231,76,2543.868,3018.487,32.042
232,473,2946.384,3025.179,82.083
233,17,3073.618,3014.912,13.899
234,23,2799.848,3016.804,19.556
235,20,2203.700,3026.850,20.142
236,1,3650.500,3023.500,2.828
237,7,3653.500,3027.500,8.485
238,2,3978.500,3027.000,4.828
239,30,3053.033,3032.033,18.728
240,6,3999.000,3032.500,7.657
241,115,4888.448,3039.083,39.213
242,7,3851.643,3036.214,9.071
243,4,2964.000,3037.000,5.657
244,68,3181.397,3042.279,29.799
245,52,3784.019,3042.212,24.971
246,144,2543.611,3045.972,46.770
247,381,2849.282,3054.030,77.012
248,83,3150.584,3045.163,33.213
249,12,2993.417,3042.583,11.899
250,18,2805.444,3045.722,14.728
251,14,3077.786,3045.000,12.485
252,8,3647.000,3045.500,9.899
253,1,4835.500,3046.500,2.828
254,21,3924.500,3053.500,15.314
255,3,2221.833,3053.167,5.657
256,21,1553.738,3059.548,18.142
257,303,2184.685,3071.295,71.841
258,16,2191.500,3060.000,13.314
259,12,3669.750,3063.417,12.485
260,62,3718.710,3069.032,33.799
261,15,3835.100,3065.100,13.071
262,169,3225.772,3073.512,46.870
263,78,2555.910,3071.833,31.213
264,13,2827.115,3070.115,11.899
265,40,3241.475,3073.650,23.556
266,38,3325.184,3074.079,23.556
267,31,3896.210,3073.532,20.142
268,20,2587.450,3073.600,15.899
269,170,3004.118,3080.471,48.527
270,23,3668.500,3074.674,16.485
271,1,2417.500,3074.500,2.828
272,26,2786.923,3079.577,18.728
273,90,3759.767,3083.222,36.870
274,2,2796.500,3083.000,4.828
275,149,2285.225,3091.869,50.184
276,13,2498.577,3089.192,13.071
277,24,3839.875,3090.042,18.971
278,111,2323.761,3096.464,43.113
279,60,4952.250,3095.383,33.799
280,22,1315.409,3091.773,16.728
281,566,3171.599,3105.042,94.225
282,40,3304.500,3092.525,24.142
283,17,2374.382,3092.265,14.728
284,9,2499.611,3095.167,10.485
285,190,3621.589,3105.968,52.527
286,45,2128.189,3103.411,24.142
287,318,2554.264,3111.950,67.255
288,13,1277.269,3106.731,12.728
289,37,3216.797,3111.716,23.314
290,466,3136.052,3123.165,85.154
291,98,2518.490,3115.959,35.213
292,50,3993.700,3115.940,29.213
293,45,3772.656,3114.833,24.385
294,25,4027.700,3115.980,20.142
295,31,2906.081,3120.694,25.213
296,373,3589.701,3129.731,71.012
297,9,4562.500,3119.500,9.657
298,25,1627.540,3122.020,19.314
299,15,1315.900,3123.100,13.071
300,19,2745.342,3124.500,15.314
301,220,3046.141,3130.464,57.113
302,6,3609.500,3123.000,7.657
303,6,1252.000,3124.500,7.657
304,20,3960.800,3128.000,16.142
305,15,1251.300,3130.100,14.485
306,94,2840.234,3134.670,34.627
307,17,2897.500,3132.794,16.142
308,111,3002.428,3144.014,38.627
309,668,2880.856,3160.585,103.296
310,55,3855.645,3152.827,27.213
311,546,3647.209,3168.500,98.225
312,6,3034.167,3154.833,9.071
313,50,3137.660,3156.380,24.971
314,33,2942.015,3162.591,20.142
315,5,3810.100,3166.700,7.657
316,11,3964.136,3168.864,11.899
317,46,3948.457,3172.717,24.142
318,311,3694.240,3182.407,65.598
319,91,2468.104,3178.544,34.385
320,61,3447.451,3180.074,34.870
321,259,3629.118,3190.017,61.698
322,1,2508.500,3191.500,2.828
323,59,3117.754,3195.076,28.142
324,113,2432.049,3198.757,40.870
325,164,3283.250,3215.274,47.113
326,71,3226.824,3212.345,30.385
327,286,3323.990,3220.563,72.912
328,84,3025.381,3217.988,36.385
329,57,3088.132,3219.132,26.971
330,8,2902.500,3222.000,10.485
331,30,2411.400,3224.467,19.799
332,80,2919.675,3232.037,31.799
333,56,2953.357,3232.893,26.971
334,69,2519.964,3235.601,31.213
335,68,3707.103,3247.015,30.385
336,80,3392.588,3251.350,32.385
337,46,2953.174,3251.348,24.728
338,17,2445.912,3255.618,13.899
339,60,2971.100,3258.667,27.799
340,92,3045.652,3260.804,34.042
341,37,2851.716,3261.851,24.385
342,12,2642.000,3261.500,11.657
343,19,3718.289,3263.500,15.314
344,342,2893.132,3277.500,69.598
345,17,3168.912,3268.382,13.899
346,130,4243.062,3277.738,45.698
347,5,3488.900,3275.700,7.657
348,101,4053.193,3280.025,37.456
349,26,3445.577,3279.423,18.142
350,73,2926.404,3286.281,31.799
351,135,3277.293,3291.507,52.042
352,56,3165.821,3285.786,28.385
353,7,3210.357,3283.357,10.485
354,1,3061.500,3285.500,2.828
355,14,3486.571,3288.357,13.314
356,305,3049.569,3301.513,67.841
357,205,2462.300,3305.983,52.527
358,13,3636.500,3298.500,12.485
359,42,4741.643,3305.167,22.971
360,32,3334.281,3306.938,24.142
361,311,3565.905,3310.757,71.598
362,10,3628.500,3306.000,11.657
363,289,3512.590,3320.116,63.941
364,33,3212.197,3315.258,20.142
365,1,4008.500,3318.500,2.828
366,100,2109.780,3325.160,39.456
367,2,2994.500,3320.000,4.828
368,33,2483.773,3324.136,20.385
369,126,3550.683,3331.175,46.527
370,1,489.500,3324.500,2.828
371,141,905.174,3334.848,48.527
372,15,2529.167,3329.033,13.314
373,1,3963.500,3327.500,2.828
374,253,2343.536,3345.334,58.770
375,82,2049.671,3348.659,40.527
376,109,2812.096,3350.757,39.213
377,28,2218.214,3357.214,19.556
378,106,3105.434,3367.019,37.456
379,3,3135.833,3361.833,5.657
380,37,2288.824,3365.338,22.142
381,4,2951.500,3365.250,7.071
382,9,3259.833,3370.389,12.485
383,21,3621.357,3371.690,15.314
384,112,2409.679,3383.688,42.042
385,76,2255.237,3381.645,32.042
386,26,3461.654,3384.000,20.142
387,19,3381.921,3386.079,15.314
388,29,3381.638,3398.190,20.142
389,170,3273.471,3405.512,47.698
390,179,3627.573,3417.103,50.527
391,8,2869.375,3410.625,9.071
392,29,2980.845,3414.500,20.142
393,7,3899.071,3418.214,9.657
394,108,3479.352,3428.861,41.213
395,100,3034.460,3431.860,38.284
396,14,3614.143,3431.286,13.314
397,73,3054.842,3435.034,32.627
398,241,2907.421,3440.098,58.284
399,55,3298.391,3436.445,26.971
400,54,2522.648,3438.037,26.385
401,299,3741.955,3445.771,64.770
402,8,2972.500,3439.000,10.485
403,7,3929.786,3440.357,9.071
404,158,3099.924,3447.108,49.941
405,3,3418.833,3441.167,5.657
406,31,3061.952,3445.403,19.556
407,8,2979.375,3444.375,9.071
408,169,2876.133,3454.506,53.213
409,7,3142.214,3447.071,10.485
410,187,3383.281,3454.922,52.527
411,30,2980.333,3451.233,20.385
412,178,2260.360,3456.247,48.284
413,102,3149.127,3457.520,38.042
414,71,3714.190,3456.415,35.456
415,455,3046.274,3475.287,82.426
416,9,2513.056,3468.278,11.657
417,85,3202.641,3475.076,35.213
418,70,2511.786,3478.029,31.799
419,136,4489.346,3486.676,46.627
420,419,2926.020,3491.512,78.669
421,3,3093.167,3493.833,5.657
422,156,3139.000,3501.468,51.698
423,28,3757.214,3495.607,18.728
424,61,3275.238,3504.008,33.556
425,10,3155.000,3499.600,12.485
426,230,3360.696,3509.587,57.355
427,9,3595.389,3503.056,10.485
428,15,3760.900,3503.900,13.071
429,5,3103.300,3504.100,7.071
430,60,3425.800,3507.733,28.627
431,77,2926.331,3528.383,35.213
432,327,1894.341,3542.482,67.841
433,13,3324.500,3534.808,13.071
434,390,2231.887,3547.890,73.598
435,288,2445.590,3548.875,65.841
436,209,2885.500,3550.395,55.941
437,272,3544.632,3561.949,61.598
438,7,2284.500,3557.786,9.071
439,45,3026.344,3563.811,24.385
440,355,3155.568,3574.773,71.255
441,42,3468.952,3575.905,24.142
442,338,2532.118,3583.784,72.083
443,15,3424.500,3577.500,13.657
444,176,2225.420,3586.619,50.770
445,6,3409.667,3586.667,8.485
446,9,3137.611,3587.833,10.485
447,8,3132.375,3596.625,9.071
448,14,2360.357,3611.429,13.314
449,1,2365.500,3612.500,2.828
450,13,3250.115,3613.885,11.899
451,203,4111.658,3621.456,51.456
452,11,3467.409,3616.227,12.485
453,260,3091.950,3646.881,62.184
454,423,2511.174,3648.793,80.426
455,86,3395.733,3643.233,34.627
456,3,3143.167,3640.167,5.657
457,181,1647.555,3655.384,51.355
458,182,2474.874,3680.780,51.698
459,30,2217.667,3677.067,19.556
460,37,1844.824,3682.689,23.556
461,38,3980.184,3688.763,22.971
462,4,3484.250,3699.250,7.657
463,174,3443.667,3713.724,53.113
464,8,3664.625,3716.375,9.071
465,2,2913.500,3724.000,4.828
466,323,2002.163,3738.354,67.598
467,382,1766.301,3741.953,74.184
468,11,3221.500,3731.500,12.485
469,29,3052.638,3733.603,20.728
470,1,2915.500,3731.500,2.828
471,17,3075.147,3736.676,15.314
472,208,3113.601,3747.048,54.770
473,89,3191.938,3751.545,39.213
474,8,3312.500,3746.250,10.485
475,202,3575.020,3752.337,52.042
476,5,3097.500,3747.500,8.485
477,238,3778.088,3757.521,61.941
478,194,2537.160,3759.789,51.941
479,132,1936.098,3767.447,41.698
480,1,4308.500,3771.500,2.828
481,271,2459.983,3787.961,64.184
482,155,3018.442,3783.913,46.284
483,232,2527.565,3802.453,58.770
484,232,3399.422,3802.819,58.284
485,25,3785.940,3807.380,17.899
486,2,2845.000,3816.500,4.243
487,112,2177.321,3829.696,46.770
488,78,3428.526,3832.949,34.870
489,17,2433.382,3830.912,13.899
490,222,3561.036,3841.113,56.184
491,289,3379.130,3848.732,64.426
492,44,3126.068,3849.909,24.728
493,65,3345.085,3854.100,31.799
494,381,2470.248,3862.815,73.841
495,20,2034.500,3855.000,16.728
496,7,3157.071,3857.214,9.657
497,25,3573.540,3859.900,17.314
498,57,3586.500,3861.798,27.556
499,5,3888.700,3860.900,7.657
500,1,3850.500,3872.500,2.828
501,3,1232.167,3897.833,5.657
502,94,2017.521,3907.904,35.556
503,149,2463.822,3938.151,51.355
504,136,1757.449,3946.176,45.698
505,107,2362.678,3948.154,38.042
506,193,3925.775,3958.091,51.698
507,14,3052.429,3968.214,13.899
508,61,3511.631,3984.402,28.971
509,12,3244.250,3987.167,11.899
510,77,1765.331,3996.435,38.870
511,55,3381.918,3997.100,29.556
512,175,3484.946,3998.106,48.870
513,81,3585.043,4011.228,32.042
514,7,3301.214,4013.500,8.485
515,50,3665.820,4017.020,27.213
516,16,3307.500,4020.875,13.899
517,29,3628.362,4040.121,20.142
518,60,2953.183,4043.700,28.728
519,136,3580.037,4055.838,48.042
520,93,3105.511,4055.823,35.456
521,141,3543.032,4071.238,49.941
522,49,3446.663,4071.786,26.385
523,1,3267.500,4075.500,2.828
524,284,3435.665,4088.761,67.012
525,118,3599.559,4085.720,41.113
526,221,3207.726,4089.400,63.255
527,273,3050.562,4092.588,62.527
528,145,3508.224,4095.341,43.698
529,1,3197.500,4089.500,2.828
530,87,3613.144,4097.672,34.385
531,457,2300.739,4111.154,89.740
532,268,3381.586,4109.687,60.527
533,503,3167.140,4127.236,94.326
534,38,3290.553,4116.605,23.314
535,298,3033.725,4133.144,64.527
536,9,3551.611,4130.833,10.485
537,6,3106.333,4153.667,8.485
538,1,2903.500,4170.500,2.828
539,1,2904.500,4174.500,2.828
540,66,3400.652,4204.667,31.213
