 ,Area,X,Y,Perim.
86,116,3846.810,3218.810,42.870
87,4,2806.000,3215.500,7.657
88,178,3886.674,3227.635,48.870
89,29,2810.293,3225.466,20.728
90,12,2751.583,3233.250,14.485
91,13,2859.962,3236.885,12.485
92,211,4259.301,3244.590,53.113
93,135,2859.470,3254.900,46.042
94,301,3472.221,3260.477,77.012
95,122,3401.852,3264.795,45.799
96,10,3205.200,3265.500,12.485
97,152,2983.388,3285.500,48.284
98,229,3664.094,3291.544,65.355
99,44,3055.955,3290.068,27.556
100,13,3131.885,3286.808,13.899
101,7,3043.071,3287.643,9.899
102,250,4695.924,3296.184,61.841
103,145,4168.500,3298.852,51.213
104,26,3513.385,3291.962,22.385
105,7,3528.929,3291.786,9.899
106,68,4530.853,3299.676,31.556
107,1,3158.500,3297.500,2.828
108,99,3596.278,3302.722,40.627
109,61,3467.303,3309.697,29.213
110,312,3825.256,3316.846,67.598
111,81,3763.228,3311.191,35.213
112,9,3533.500,3308.500,9.657
113,30,3728.400,3310.333,20.385
114,41,2972.841,3313.793,24.142
115,3,3091.833,3309.833,5.657
116,128,4305.555,3330.258,51.698
117,9,3347.500,3323.389,11.899
118,37,3694.581,3326.689,22.971
119,381,3103.681,3351.385,84.912
120,286,2155.497,3354.762,64.184
121,16,3625.750,3348.938,13.899
122,122,2406.074,3356.615,46.627
123,1,3469.500,3354.500,2.828
124,2,3620.500,3355.000,4.828
125,29,5234.569,3357.500,19.899
126,1,3459.500,3356.500,2.828
127,199,3473.681,3369.992,63.941
128,85,2480.712,3365.782,38.284
129,170,3789.994,3368.994,52.527
130,219,3229.368,3371.546,61.598
131,7,3725.071,3374.786,9.657
132,243,2961.879,3385.340,60.770
133,183,3004.096,3393.445,49.941
134,234,1947.158,3406.671,64.527
135,13,3861.808,3400.192,13.899
136,19,3298.184,3402.447,15.314
137,6,2692.167,3425.000,9.657
138,73,3359.678,3430.993,36.627
139,12,2690.000,3431.000,11.314
140,54,2543.630,3441.019,30.385
141,164,2912.835,3443.317,50.284
142,17,3103.265,3439.794,17.314
143,240,4481.358,3449.008,61.698
144,82,1577.195,3445.232,33.213
145,113,3537.792,3449.217,42.284
146,47,2378.713,3448.245,26.627
147,5,4180.300,3446.100,7.071
148,8,4175.000,3447.000,9.657
149,13,3285.038,3452.885,12.485
150,124,2948.492,3461.347,44.284
151,186,2377.914,3467.484,55.113
152,51,3774.010,3465.069,28.385
153,65,2459.900,3471.362,35.556
154,227,3017.989,3475.258,55.698
155,121,3766.674,3478.343,41.456
156,138,3266.877,3486.920,52.870
157,8,2835.625,3482.625,9.071
158,3,3022.167,3489.167,5.657
159,32,2834.938,3492.812,20.142
160,194,3435.814,3511.392,61.698
161,130,3013.954,3509.492,43.456
162,131,821.767,3509.599,40.870
163,1,2447.500,3513.500,2.828
164,195,2451.679,3533.397,62.184
165,54,3305.278,3527.241,33.213
166,179,3946.925,3542.422,54.770
167,98,3478.806,3550.929,38.042
168,22,3200.136,3547.500,17.314
169,135,3596.663,3554.381,53.012
170,2,3257.500,3548.000,4.828
171,7,3405.357,3548.929,10.485
172,37,2222.311,3559.257,21.556
173,8,2460.500,3559.750,10.485
174,12,3215.083,3564.083,15.657
175,36,3259.639,3566.167,25.799
176,24,2597.792,3570.083,17.556
177,316,3159.734,3581.699,72.083
178,20,3320.150,3577.500,16.728
179,19,2597.658,3580.342,14.728
180,7,3316.500,3584.214,10.485
181,183,2599.145,3591.954,55.456
182,209,1655.749,3598.739,57.355
183,9,3557.500,3604.500,12.485
184,55,2773.136,3610.518,26.385
185,23,3553.674,3611.065,17.314
186,18,2763.889,3621.278,14.728
187,270,3820.922,3638.141,67.598
188,144,4719.569,3633.417,48.527
189,241,3512.728,3642.023,56.527
190,103,4596.451,3649.160,38.042
191,330,2125.100,3662.924,75.355
192,247,3129.079,3673.006,60.770
193,27,3148.537,3684.722,18.728
194,55,2684.736,3693.645,26.385
195,12,1944.667,3696.417,14.728
196,59,2681.822,3707.449,27.556
197,62,2875.435,3714.339,31.799
198,21,3187.500,3721.167,18.142
199,47,3090.755,3732.755,26.385
200,156,3137.878,3736.154,48.042
201,239,3229.692,3740.923,65.355
202,88,3001.739,3737.125,40.870
203,157,3599.939,3748.895,48.042
204,83,4462.753,3753.825,38.042
205,125,2511.404,3763.284,48.527
206,80,3479.037,3761.225,32.971
207,53,2538.708,3765.028,28.971
208,216,3225.556,3788.523,66.527
209,218,3032.252,3791.491,59.355
210,43,2686.453,3788.151,23.556
211,212,2465.241,3797.396,55.698
212,168,3190.202,3799.530,52.042
213,172,1510.058,3822.238,48.527
214,10,2730.000,3819.000,11.314
215,214,3467.037,3834.000,61.941
216,300,4494.303,3846.363,77.355
217,257,2011.403,3842.309,64.184
218,8,3718.500,3834.000,12.728
219,54,4284.111,3836.889,25.556
220,1,1916.500,3844.500,2.828
221,24,1783.792,3867.542,17.314
222,344,2324.163,3880.061,72.669
223,166,3327.488,3884.066,52.284
224,223,3265.119,3897.935,66.426
225,166,3749.548,3909.524,55.355
226,3,2781.833,3925.833,5.657
227,2,2932.500,3932.000,4.828
228,7,3350.500,3936.500,8.485
229,112,3460.259,3944.973,40.142
230,187,3897.131,3959.949,53.456
231,65,3269.408,3959.608,32.042
232,42,3455.048,3960.714,24.385
233,212,3492.684,3971.259,59.941
234,186,3336.688,3988.188,55.799
235,32,3231.281,3991.469,21.314
236,138,3044.688,3998.014,47.113
237,4,3394.000,3991.000,5.657
238,1,3391.500,3991.500,2.828
239,9,3429.611,3999.611,11.071
240,36,3436.556,4006.611,22.728
241,67,3207.948,4009.828,29.799
242,73,3257.253,4009.295,30.971
243,3,3432.833,4017.833,5.657
244,241,3587.251,4029.923,67.841
245,65,3112.577,4026.423,32.385
246,257,3554.189,4035.870,70.184
247,327,3778.011,4046.054,77.598
248,110,3635.973,4056.264,45.355
249,5,3437.900,4088.700,7.657
250,206,3519.990,4106.699,64.627
251,280,3830.614,4146.318,66.527
252,66,3566.076,4151.652,31.213
253,2,3647.000,4156.000,5.657
