 ,Area,X,Y,Perim.
72,8,4734.750,1814.875,10.485
73,1,4779.500,1943.500,2.828
74,106,603.679,2128.689,39.456
75,3,4370.167,2143.167,5.657
76,19,5036.500,2325.816,19.314
77,208,5010.827,2455.226,59.698
78,174,4906.126,2478.270,52.284
79,1,780.500,2481.500,2.828
80,74,5039.932,2513.095,31.213
81,2,3107.500,2598.000,4.828
82,21,3064.976,2617.119,15.899
83,11,2637.682,2632.409,12.485
84,33,3011.106,2711.955,23.799
85,242,5003.636,2745.136,58.770
86,97,2926.067,2760.015,38.971
87,5,2807.100,2754.300,7.657
88,36,2991.806,2758.472,22.728
89,5,3252.300,2758.700,9.657
90,75,2809.367,2766.833,31.799
91,7,3160.500,2783.500,8.485
92,21,1010.881,2797.500,16.142
93,171,2899.143,2812.260,59.598
94,23,3116.717,2820.370,16.728
95,16,3283.125,2832.688,13.899
96,2,815.000,2839.500,4.243
97,16,3277.250,2845.062,13.899
98,17,3257.912,2880.618,13.899
99,1,2401.500,2887.500,2.828
100,24,3442.583,2892.292,22.142
101,7,3431.071,2898.214,9.657
102,9,3434.611,2900.833,11.899
103,25,2386.740,2904.500,19.556
104,41,3423.378,2911.159,28.627
105,30,3539.133,2917.267,22.728
106,7,3407.500,2924.786,9.071
107,18,2859.611,2927.222,14.728
108,19,3300.658,2929.658,14.728
109,61,3538.697,2938.844,34.142
110,5,3401.100,2955.100,9.657
111,146,3285.116,2962.568,44.870
112,1,3393.500,2966.500,2.828
113,18,3391.333,2977.722,15.899
114,2,3224.500,2988.000,4.828
115,220,4060.350,3003.441,57.598
116,122,3964.557,3011.246,44.627
117,2,3478.500,3010.000,4.828
118,150,3000.760,3027.307,54.184
119,6,3663.000,3018.500,7.657
120,6,2935.500,3020.000,7.657
121,530,2975.298,3050.404,95.640
122,369,3957.131,3061.687,72.184
123,352,3377.966,3062.159,74.083
124,40,4484.500,3056.175,22.385
125,2,3769.000,3054.500,4.243
126,17,3033.324,3060.088,16.142
127,353,3257.528,3072.441,72.083
128,34,3305.765,3073.294,24.385
129,230,3340.357,3079.661,55.941
130,90,3856.544,3082.689,36.627
131,386,2988.979,3113.298,81.983
132,335,3484.034,3126.366,70.426
133,280,4585.093,3131.921,63.941
134,67,2428.470,3130.172,31.799
135,123,3622.012,3132.768,46.284
136,4,3324.000,3133.000,5.657
137,313,3002.513,3148.340,72.083
138,30,2763.000,3140.167,18.728
139,61,2686.533,3144.303,28.971
140,88,3717.864,3144.455,33.799
141,85,3906.288,3146.947,37.799
142,59,5498.364,3149.059,28.627
143,99,3465.823,3148.934,38.971
144,70,3572.086,3159.229,30.385
145,1,1626.500,3158.500,2.828
146,10,1567.000,3162.700,10.485
147,183,3867.850,3173.997,49.456
148,114,2765.175,3183.377,42.870
149,36,3801.278,3181.778,22.971
150,17,4126.382,3181.912,13.899
151,27,3424.389,3192.648,18.728
152,36,3752.583,3194.528,20.971
153,13,2803.885,3194.500,13.314
154,34,3300.500,3195.000,20.142
155,92,4113.087,3209.511,34.971
156,90,3109.789,3214.933,36.042
157,322,3037.217,3221.065,69.255
158,305,3404.677,3223.293,66.184
159,6,3476.000,3218.500,7.657
160,109,3850.390,3231.702,39.799
161,21,2805.405,3234.833,18.142
162,23,2985.848,3239.152,18.142
163,7,3844.500,3239.500,8.485
164,108,3024.463,3255.611,38.627
165,24,5240.333,3260.625,17.314
166,214,2980.234,3267.421,56.527
167,160,3381.531,3270.988,46.870
168,21,2883.071,3267.595,16.142
169,59,3595.771,3272.924,27.556
170,48,3737.000,3279.500,24.142
171,15,4394.033,3279.633,13.314
172,2,3302.000,3279.500,4.243
173,261,3034.324,3296.672,68.426
174,280,4188.546,3292.014,68.184
175,16,3150.312,3288.000,13.899
176,193,4774.858,3300.925,51.355
177,149,1987.151,3307.326,44.284
178,2,4785.000,3299.500,4.243
179,7,3211.214,3303.071,10.485
180,45,3561.278,3305.744,24.142
181,78,4128.269,3308.321,32.385
182,62,3277.419,3314.113,28.728
183,89,3608.376,3316.230,34.042
184,92,2576.413,3317.717,34.627
185,129,3833.004,3319.717,41.698
186,3,3111.500,3318.500,6.828
187,365,3070.990,3329.067,75.255
188,2,3269.000,3321.500,4.243
189,320,3268.316,3339.191,66.527
190,201,4052.082,3340.037,53.355
191,61,3376.648,3338.205,27.799
192,131,3332.340,3343.172,41.941
193,116,3390.310,3345.207,40.870
194,61,5022.664,3345.631,28.728
195,330,2536.118,3363.427,70.184
196,106,4147.566,3357.887,38.627
197,5,4063.100,3354.300,7.657
198,1,3216.500,3370.500,2.828
199,18,3487.500,3374.000,14.485
200,64,3475.094,3384.062,28.971
201,120,2189.775,3392.117,41.456
202,24,3058.750,3414.792,18.728
203,259,1828.303,3423.917,59.941
204,2,4018.000,3414.500,4.243
205,36,1221.194,3427.389,24.385
206,5,4046.900,3427.700,7.657
207,3,2263.500,3428.500,6.243
208,221,3428.631,3437.781,55.941
209,26,3338.731,3432.615,19.556
210,10,4083.000,3432.700,10.485
211,80,4853.225,3439.938,33.456
212,234,3066.137,3451.346,57.941
213,9,3228.389,3448.167,10.485
214,114,3518.132,3455.342,40.870
215,6,2528.167,3452.000,9.657
216,182,2664.258,3458.621,49.698
217,5,4253.100,3454.300,7.657
218,166,3111.458,3467.452,47.698
219,60,3949.683,3463.467,28.385
220,210,3644.286,3468.924,53.456
221,102,2706.637,3469.882,36.870
222,1,3342.500,3467.500,2.828
223,19,4039.289,3469.553,15.314
224,51,3348.206,3472.520,26.971
225,186,3746.984,3505.860,51.113
226,336,2238.720,3513.818,71.598
227,532,3218.562,3536.498,103.054
228,35,2695.357,3529.643,22.142
229,42,2961.429,3528.310,25.799
230,174,4186.914,3533.086,49.113
231,57,3150.132,3532.675,30.971
232,1,685.500,3542.500,2.828
233,168,2611.226,3553.595,47.698
234,82,3282.183,3554.293,33.213
235,42,3946.786,3570.286,23.799
236,277,3431.381,3580.013,64.184
237,4,3283.000,3578.000,5.657
238,3,2444.833,3579.167,5.657
239,195,2955.074,3587.013,52.284
240,52,3384.096,3583.808,26.142
241,60,2574.900,3585.183,27.799
242,403,3151.981,3605.875,84.669
243,246,1756.472,3615.211,68.284
244,35,2683.729,3612.414,24.728
245,39,2625.013,3621.654,22.728
246,239,3212.634,3630.073,57.355
247,149,3135.822,3633.708,45.941
248,59,2068.042,3635.975,29.213
249,1,4327.500,3636.500,2.828
250,268,2247.388,3647.340,65.113
251,188,3830.995,3654.473,51.355
252,2,2551.500,3652.000,4.828
253,479,2304.379,3667.861,83.841
254,4,2249.000,3657.500,8.243
255,86,838.860,3668.128,33.213
256,37,3332.203,3670.068,22.385
257,18,3701.278,3670.000,14.485
258,47,4637.287,3688.691,26.971
259,31,2595.016,3688.855,20.142
260,182,2639.604,3696.489,54.770
261,515,3439.409,3711.422,95.640
262,139,3630.629,3703.529,43.941
263,2,1523.500,3698.000,4.828
264,337,3381.515,3714.494,75.012
265,202,3792.540,3717.594,54.284
266,218,3284.023,3723.321,55.355
267,194,2472.057,3766.005,53.113
268,27,3264.019,3777.907,18.142
269,1,1595.500,3777.500,2.828
270,20,3004.100,3781.450,16.485
271,159,3691.060,3803.230,50.770
272,19,3002.184,3803.868,15.899
273,13,4850.731,3803.346,13.314
274,140,3507.643,3812.036,53.598
275,146,3473.849,3820.288,45.113
276,72,3175.806,3818.944,31.213
277,52,3284.327,3822.654,26.385
278,159,3849.311,3827.286,46.870
279,137,3456.106,3832.617,47.941
280,8,3400.625,3830.375,9.071
281,109,1486.298,3838.702,38.627
282,20,1779.000,3847.000,15.314
283,307,3256.708,3859.940,77.598
284,2,2051.000,3852.000,5.657
285,244,3619.697,3862.070,66.669
286,137,3681.945,3875.609,45.355
287,122,4580.311,3886.156,45.941
288,2,3127.000,3886.500,4.243
289,5,2627.300,3938.900,7.071
290,295,3803.890,3950.425,65.355
291,4,3595.500,3940.750,7.071
292,17,3737.382,3986.912,13.899
