 ,Area,X,Y,Perim.
231,43,2870.337,2980.709,28.142
232,122,2835.213,2983.500,41.113
233,85,3885.500,2986.982,34.042
234,34,2578.912,2986.412,23.556
235,27,2536.981,2988.389,18.142
236,227,3257.756,3004.562,61.012
237,49,2598.622,3001.765,25.213
238,5,3863.900,3000.700,7.657
239,43,3974.360,3002.942,24.142
240,39,3864.962,3007.859,23.556
241,32,3883.750,3010.594,20.142
242,159,2304.739,3016.758,47.113
243,45,2992.344,3016.122,24.142
244,13,2579.500,3015.500,12.485
245,300,3776.120,3023.930,65.841
246,4,2554.000,3017.500,7.657
247,19,3859.500,3021.500,15.314
248,25,2557.140,3028.940,19.314
249,129,2651.298,3032.074,43.456
250,69,2382.471,3043.920,30.971
251,140,3125.379,3053.550,50.284
252,1,2637.500,3046.500,2.828
253,19,3855.447,3052.447,15.314
254,54,3930.370,3060.185,26.728
255,25,3956.260,3068.940,18.142
256,240,3159.963,3078.579,69.841
257,111,2901.221,3078.644,40.284
258,4,2552.750,3075.500,7.657
259,180,3891.022,3081.972,48.527
260,72,2627.167,3085.861,37.799
261,10,1356.000,3080.500,10.485
262,61,3864.484,3088.926,27.799
263,1,2401.500,3085.500,2.828
264,275,3055.980,3101.358,62.770
265,8,3932.250,3100.875,10.485
266,124,4806.105,3106.677,44.385
267,44,3937.273,3109.841,30.042
268,22,3956.318,3110.000,16.728
269,13,3250.115,3111.115,11.899
270,93,2575.543,3114.833,36.385
271,192,3340.568,3119.344,51.698
272,5,2852.300,3112.900,7.071
273,1,1312.500,3118.500,2.828
274,9,3762.167,3119.611,10.485
275,2,1316.500,3122.000,4.828
276,35,1108.071,3126.986,22.142
277,48,3257.000,3129.708,24.142
278,2,3660.000,3133.500,4.243
279,263,3912.120,3144.644,61.012
280,77,2447.929,3142.227,37.799
281,60,2574.350,3142.033,30.971
282,96,3819.260,3144.302,39.456
283,26,3065.462,3141.923,18.142
284,76,3794.461,3150.145,34.142
285,2,3086.000,3147.500,4.243
286,2,3087.000,3151.500,4.243
287,27,3093.574,3154.463,20.971
288,14,2480.000,3153.786,12.485
289,1,3558.500,3152.500,2.828
290,60,3146.117,3160.833,28.385
291,274,3011.584,3172.967,73.740
292,43,3341.895,3162.663,23.556
293,128,3356.953,3170.250,42.284
294,8,4024.000,3164.500,9.899
295,9,3994.500,3165.500,9.657
296,95,3476.911,3171.995,38.385
297,53,3856.613,3171.179,28.385
298,50,2325.500,3174.380,25.556
299,78,3458.833,3178.846,36.971
300,67,3605.858,3183.381,32.142
301,1,2611.500,3179.500,2.828
302,2,3484.000,3181.500,4.243
303,30,3782.900,3185.533,22.142
304,204,3076.000,3190.618,54.527
305,74,2996.311,3190.419,34.385
306,72,3962.736,3191.431,36.042
307,6,3198.833,3195.000,9.657
308,85,2516.076,3199.582,32.870
309,2,2658.000,3196.500,4.243
310,41,3551.646,3201.085,23.556
311,7,3880.786,3199.500,9.071
312,15,4378.967,3204.633,13.314
313,42,3859.000,3210.500,22.971
314,10,3606.300,3210.000,10.485
315,140,4026.764,3214.893,44.042
316,56,2541.554,3216.554,31.213
317,27,4836.944,3216.093,17.556
318,2,2123.000,3215.500,4.243
319,7,3999.357,3221.929,10.485
320,17,3561.206,3225.206,14.485
321,14,3598.214,3227.000,15.314
322,11,3999.955,3227.318,11.899
323,130,2332.231,3234.423,46.870
324,20,3271.750,3230.900,15.899
325,170,3006.512,3239.118,49.113
326,26,3566.154,3233.731,18.728
327,72,2601.056,3236.875,30.971
328,9,3553.944,3233.167,10.485
329,47,3104.840,3238.415,27.213
330,7,3131.500,3236.786,9.071
331,3,2946.833,3237.167,5.657
332,72,3574.083,3244.861,33.213
333,11,3834.409,3241.136,11.071
334,62,2323.903,3246.677,28.627
335,9,2582.167,3243.611,10.485
336,8,2699.000,3245.375,10.485
337,80,2590.488,3252.650,34.870
338,113,3263.394,3257.518,39.456
339,25,3833.180,3253.740,17.556
340,2,3571.000,3253.500,4.243
341,14,3389.429,3255.857,13.314
342,46,2666.478,3259.587,26.385
343,118,3407.822,3263.415,39.799
344,218,3642.807,3265.188,55.012
345,56,3070.714,3262.143,27.556
346,170,3743.406,3265.912,47.698
347,230,2586.835,3269.730,58.770
348,7,3017.071,3262.357,9.899
349,23,2575.891,3269.152,16.728
350,242,3024.421,3276.971,57.355
351,192,3241.667,3284.042,62.184
352,20,3832.650,3278.900,16.142
353,212,3756.080,3285.245,52.870
354,1,4660.500,3278.500,2.828
355,87,3097.994,3288.040,36.284
356,58,2609.448,3304.448,28.385
357,62,3657.855,3306.097,28.971
358,3,3606.833,3305.167,5.657
359,128,4188.656,3313.586,47.213
360,13,3004.808,3311.577,13.314
361,15,3843.300,3312.700,13.899
362,77,3667.721,3319.838,32.627
363,283,2561.419,3326.500,63.113
364,19,3853.500,3318.289,15.314
365,210,3550.643,3326.157,54.042
366,82,3464.744,3326.671,33.213
367,150,2599.793,3328.793,46.284
368,133,3612.711,3334.553,42.042
369,6,3668.000,3330.000,9.071
370,337,3753.829,3350.067,82.912
371,1,2654.500,3337.500,2.828
372,160,3024.244,3346.919,49.113
373,69,3535.775,3360.065,32.142
374,66,3055.712,3363.712,32.627
375,3,3442.167,3362.167,5.657
376,4,4660.000,3366.000,5.657
377,97,2416.057,3389.778,36.870
378,9,3125.944,3385.278,11.657
379,188,4036.197,3390.835,50.527
380,61,2287.959,3390.172,32.870
381,53,3483.877,3388.406,26.385
382,92,3446.261,3390.772,34.627
383,55,3120.245,3396.864,27.213
384,9,2640.722,3397.944,12.485
385,62,3256.952,3403.129,28.627
386,23,3893.370,3401.413,18.971
387,60,3753.500,3413.150,30.627
388,23,3587.413,3411.543,18.142
389,63,2662.484,3416.357,32.385
390,6,3851.500,3415.000,7.657
391,199,3209.425,3427.369,56.527
392,88,1765.159,3426.932,35.799
393,35,3029.586,3425.957,20.142
394,4,3036.500,3432.750,7.071
395,38,3149.447,3445.158,22.971
396,2,3143.500,3446.000,4.828
397,11,2541.955,3452.227,13.657
398,14,2615.786,3451.000,12.485
399,16,3423.375,3450.625,15.899
400,45,3473.122,3454.478,30.627
401,18,3593.667,3452.222,14.728
402,118,3751.153,3458.169,40.385
403,145,2603.417,3461.569,46.284
404,9,2613.611,3457.167,10.485
405,36,3299.667,3467.806,22.142
406,17,2242.500,3470.500,15.314
407,120,3544.067,3473.983,40.284
408,44,3810.477,3473.750,23.556
409,49,3456.969,3477.867,26.385
410,77,3688.747,3487.253,32.971
411,95,3292.542,3504.089,37.698
412,6,4111.500,3500.000,7.657
413,31,3166.145,3506.565,19.556
414,15,2373.167,3506.433,14.485
415,12,3562.583,3511.417,12.485
416,13,3788.654,3515.038,12.485
417,12,2595.333,3527.000,13.314
418,167,2625.632,3538.416,51.698
419,101,4399.460,3535.361,38.870
420,223,2344.276,3545.321,63.598
421,7,3436.214,3539.929,9.657
422,133,3562.951,3547.019,43.213
423,3,4610.167,3545.167,5.657
424,4,3440.250,3546.250,7.657
425,5,3867.100,3555.700,7.657
426,106,3378.236,3565.123,39.213
427,226,1998.566,3576.199,55.941
428,172,3138.576,3578.576,54.870
429,12,3287.500,3577.083,12.728
430,5,3894.100,3581.300,7.657
431,343,3147.497,3600.943,78.426
432,203,4241.943,3597.416,55.456
433,33,1735.530,3594.409,20.728
434,2,3712.000,3593.500,4.243
435,217,2339.606,3612.127,53.113
436,7,3893.929,3607.786,9.657
437,119,2578.307,3615.895,40.284
438,254,3761.012,3628.768,62.083
439,18,2423.000,3623.278,14.485
440,29,3428.328,3623.741,19.314
441,59,3860.161,3627.398,29.213
442,100,2628.500,3637.560,40.042
443,19,4056.500,3635.132,16.142
444,18,3365.333,3640.778,14.728
445,97,1152.149,3648.644,38.284
446,286,3273.196,3663.843,62.770
447,36,3456.972,3658.889,21.556
448,267,2244.279,3675.863,60.284
449,23,3387.587,3675.717,16.728
450,297,2661.726,3689.375,70.083
451,67,3616.963,3680.306,29.799
452,52,2567.058,3687.654,26.385
453,19,3546.342,3689.553,16.728
454,32,3419.438,3695.406,19.899
455,9,2557.500,3698.500,9.657
456,39,3920.526,3705.808,22.971
457,31,3687.790,3726.919,21.556
458,136,3697.265,3736.478,42.627
459,1,2469.500,3734.500,2.828
460,134,2615.381,3743.828,42.870
461,3,3725.500,3742.500,6.243
462,185,3577.127,3755.684,52.527
463,1,3080.500,3748.500,2.828
464,10,2675.500,3754.700,11.071
465,258,3354.543,3763.981,60.184
466,52,2483.692,3760.462,26.142
467,199,3404.595,3766.430,52.184
468,43,2685.570,3763.988,24.142
469,236,3182.864,3768.758,57.941
470,104,2700.894,3768.885,37.698
471,17,4082.088,3771.794,14.485
472,102,2671.667,3775.471,39.698
473,10,3606.000,3776.000,11.314
474,9,2630.167,3777.611,10.485
475,187,3949.933,3801.511,50.527
476,10,3516.000,3795.500,10.485
477,320,2050.525,3813.562,68.669
478,242,1947.231,3818.302,57.598
479,106,2755.943,3826.698,38.042
480,35,2461.329,3824.500,20.971
481,32,3389.094,3830.094,21.556
482,16,3330.188,3832.125,15.314
483,96,3445.646,3835.052,37.799
484,86,2269.698,3836.221,34.042
485,7,4142.500,3838.500,8.485
486,31,1714.048,3841.661,20.142
487,47,3234.819,3847.457,27.556
488,24,2646.625,3848.167,16.728
489,191,3787.364,3854.882,50.770
490,145,3388.597,3855.934,44.627
491,190,2661.963,3869.489,50.284
492,200,3549.920,3892.965,54.770
493,24,3741.375,3892.458,17.314
494,67,3800.679,3902.455,30.627
495,3,4105.500,3899.500,6.243
496,16,3349.688,3903.188,15.314
497,21,4008.167,3905.357,17.314
498,144,3710.979,3922.306,44.870
499,10,3264.200,3926.300,12.485
500,143,4184.199,3935.262,44.284
501,26,2373.500,3932.000,17.314
502,142,2733.768,3949.852,44.284
503,5,3648.900,3954.700,7.657
504,3,3151.500,3957.500,6.828
505,12,3709.500,3965.000,11.657
506,96,2708.833,3998.562,36.042
507,38,3149.184,4035.553,22.142
508,9,3913.500,4042.167,10.485
509,9,3513.833,4044.389,9.899
510,36,2315.472,4049.139,21.314
511,117,3579.038,4054.910,39.799
512,68,3836.441,4061.044,29.799
513,440,2692.711,4081.430,77.698
514,13,3735.731,4075.500,13.314
515,280,3737.275,4097.321,63.355
516,69,3429.514,4094.022,29.213
517,15,3932.500,4091.500,13.657
518,55,3878.627,4102.118,27.799
519,3,2613.167,4108.167,5.657
520,82,3807.232,4120.134,33.456
521,98,3782.969,4132.194,36.870
522,48,3812.479,4144.542,24.971
523,2,3500.500,4142.000,4.828
524,184,3640.130,4150.500,49.698
525,37,3281.959,4147.905,21.556
526,12,3375.000,4155.000,11.314
527,20,3719.400,4156.550,15.314
528,103,3747.345,4162.335,36.627
529,8,3552.750,4161.625,9.899
530,271,3455.954,4172.415,61.841
531,39,3582.397,4168.603,21.556
532,12,3623.250,4171.083,11.899
533,57,3516.693,4176.746,27.556
534,251,2508.026,4188.225,60.770
535,215,3478.426,4193.621,53.355
536,307,3326.796,4201.077,65.012
537,72,3444.792,4206.111,31.213
538,198,3326.197,4228.202,51.355
539,6,3319.333,4241.500,8.485
