 ,Area,X,Y,Perim.
64,13,3567.885,2807.885,11.899
65,94,2874.000,2826.479,35.799
66,60,2457.617,2842.600,28.728
67,69,3360.254,2843.442,30.385
68,75,3332.873,2856.287,31.213
69,60,2948.650,2862.017,29.213
70,11,3159.500,2867.773,14.485
71,57,2244.132,2875.658,30.385
72,7,3639.357,2877.643,10.485
73,173,3352.413,2888.702,49.698
74,43,3641.012,2891.384,25.556
75,33,2551.045,2897.682,20.385
76,45,648.433,2900.322,23.556
77,41,2555.183,2905.890,28.627
78,50,3711.040,2907.140,24.971
79,12,2864.833,2914.833,11.899
80,202,3539.822,2926.332,57.113
81,18,2893.333,2930.167,14.485
82,342,2914.123,2939.851,73.598
83,94,3447.521,2948.170,39.698
84,174,3760.925,2951.259,49.698
85,261,3765.983,2973.205,63.012
86,73,3383.445,2970.432,31.456
87,234,2976.090,2977.731,58.284
88,238,2864.853,2982.013,57.698
89,334,2917.734,3007.272,73.255
90,3,4125.167,2999.833,5.657
91,48,2041.083,3003.312,26.385
92,133,3101.470,3006.553,42.042
93,1,4152.500,3029.500,2.828
94,42,2890.095,3034.286,23.556
95,1,3644.500,3032.500,2.828
96,39,3245.423,3041.474,22.971
97,129,2950.105,3047.694,43.698
98,104,3458.817,3045.865,37.213
99,23,3730.239,3043.283,17.556
100,11,2647.409,3056.227,12.485
101,4,2656.000,3057.000,5.657
102,1,2653.500,3059.500,2.828
103,22,2646.818,3062.636,16.728
104,90,2164.389,3066.533,34.870
105,10,3317.600,3063.700,11.071
106,4,3102.750,3066.250,7.657
107,22,2758.818,3079.136,16.728
108,2,3444.000,3078.500,4.243
109,1,3377.500,3094.500,2.828
110,18,2994.500,3096.833,14.485
111,13,2468.269,3100.731,13.314
112,8,2785.250,3105.875,10.485
113,169,3964.855,3122.476,49.698
114,122,3242.615,3127.992,40.870
115,172,2978.622,3129.564,50.284
116,152,3166.184,3136.974,46.284
117,328,3016.180,3145.875,72.083
118,14,4174.214,3142.000,12.485
119,332,3317.910,3160.163,67.355
120,138,2376.717,3159.514,45.456
121,56,2997.036,3156.393,28.728
122,36,3141.194,3158.472,20.971
123,78,3488.654,3161.590,31.799
124,14,3131.571,3162.786,13.314
125,334,2986.817,3172.940,68.527
126,359,2938.636,3180.976,74.083
127,210,3232.195,3181.486,55.698
128,589,2213.149,3192.252,91.740
129,40,3719.775,3191.875,22.728
130,216,1779.083,3201.343,57.456
131,1,2951.500,3192.500,2.828
132,4,2564.000,3194.000,5.657
133,32,3008.656,3199.125,23.799
134,29,3586.914,3200.224,18.728
135,94,3182.713,3206.574,34.870
136,77,2453.487,3217.734,31.556
137,11,3697.409,3217.864,11.071
138,2,2381.000,3218.500,4.243
139,34,4112.206,3222.441,22.142
140,39,2977.474,3229.628,22.142
141,264,3632.288,3238.413,69.598
142,37,3176.878,3237.122,22.142
143,7,4057.500,3240.214,9.071
144,49,3643.316,3254.173,24.971
145,56,807.393,3262.143,30.971
146,217,3048.445,3273.910,55.355
147,22,3019.500,3273.000,16.142
148,142,4334.739,3277.380,44.284
149,105,2046.481,3278.681,42.627
150,198,2863.636,3279.732,55.355
151,192,3320.557,3291.385,53.113
152,84,4580.548,3290.179,34.385
153,43,4612.384,3298.616,22.728
154,138,4300.471,3311.601,43.113
155,157,3896.685,3335.252,48.284
156,81,4118.981,3332.636,34.385
157,252,3127.837,3341.929,59.113
158,9,2869.167,3340.611,10.485
159,390,3233.262,3357.192,77.841
160,380,3010.526,3360.595,76.083
161,176,3192.312,3361.642,49.113
162,111,2554.905,3366.779,40.870
163,6,2562.333,3360.667,8.485
164,20,2046.000,3366.000,15.314
165,67,3639.127,3377.500,29.799
166,18,4352.000,3382.000,15.314
167,2,2452.500,3381.000,4.828
168,286,2500.080,3398.783,65.355
169,114,2842.684,3396.395,45.113
170,57,2462.482,3397.904,27.556
171,32,3128.156,3406.625,22.728
172,116,1555.233,3410.647,42.284
173,70,3929.371,3408.471,32.627
174,236,3191.339,3436.792,57.355
175,54,2845.407,3437.352,29.456
176,103,3417.354,3453.626,36.627
177,114,2561.886,3455.605,38.870
178,113,1522.305,3460.739,40.627
179,244,2091.902,3467.365,60.527
180,126,3877.294,3465.452,41.456
181,31,594.274,3463.016,20.971
182,58,2540.810,3465.672,27.799
183,14,2942.500,3468.714,14.142
184,2,4507.500,3468.000,4.828
185,5,2941.100,3500.300,7.657
186,205,2977.129,3525.861,55.598
187,296,3042.740,3536.834,65.012
188,115,4453.561,3533.187,40.042
189,123,3107.581,3545.289,40.870
190,167,2027.704,3558.009,49.941
191,155,3113.668,3564.635,50.184
192,15,3453.500,3570.500,14.142
193,42,1978.976,3581.548,23.556
194,83,2926.753,3589.500,36.627
195,208,3307.466,3593.673,53.698
196,224,3579.509,3593.339,58.284
197,6,1773.667,3589.333,8.485
198,1,3704.500,3590.500,2.828
199,2,3705.500,3593.000,4.828
200,27,2720.907,3595.685,18.142
201,96,4547.344,3605.385,40.870
202,1,4632.500,3607.500,2.828
203,18,3273.722,3616.111,17.314
204,106,2359.519,3622.708,40.042
205,3,2977.500,3619.500,6.828
206,3,2959.500,3622.500,6.243
207,90,3124.289,3633.122,36.042
208,228,3177.127,3648.588,57.841
209,9,4275.611,3656.944,10.485
210,4,2938.000,3663.500,7.657
211,1,3097.500,3665.500,2.828
212,1,3096.500,3667.500,2.828
213,56,3102.679,3674.089,27.799
214,29,2953.672,3688.603,18.728
215,70,2994.914,3691.786,29.799
216,28,3024.000,3705.000,18.142
217,303,3111.685,3711.979,73.355
218,14,3006.500,3712.071,13.314
219,24,3299.000,3745.000,21.899
220,127,3422.232,3771.657,42.042
221,296,3352.372,3786.618,64.669
222,1,3333.500,3782.500,2.828
