 ,Area,X,Y,Perim.
141,32,4034.000,3232.250,24.728
142,275,3728.144,3241.355,65.698
143,97,3191.160,3237.108,36.870
144,64,2511.562,3242.859,30.385
145,1,3931.500,3242.500,2.828
146,1,3715.500,3243.500,2.828
147,2,2918.500,3249.000,4.828
148,268,2737.302,3263.384,69.012
149,10,3553.600,3251.700,11.071
150,334,3645.482,3265.569,72.426
151,14,3362.214,3256.000,12.485
152,19,3931.184,3259.079,15.314
153,45,3552.544,3263.789,27.799
154,1,2911.500,3260.500,2.828
155,454,2880.170,3280.515,87.841
156,110,2556.927,3275.273,46.184
157,241,2786.508,3283.322,68.326
158,2,2906.500,3271.000,4.828
159,104,3938.462,3277.971,38.627
160,151,3059.321,3288.613,46.527
161,207,3205.186,3296.196,54.770
162,123,2813.549,3295.175,41.213
163,189,3491.802,3302.537,60.912
164,79,3561.918,3299.741,32.385
165,33,3991.682,3297.864,21.314
166,39,2879.064,3306.013,26.142
167,59,2562.449,3311.975,28.142
168,20,3992.000,3314.550,16.142
169,312,3378.468,3328.692,77.598
170,41,3557.939,3315.939,22.728
171,25,2876.540,3318.940,21.899
172,176,3335.625,3326.750,53.941
173,13,2760.115,3322.115,11.899
174,8,2502.625,3323.375,9.071
175,31,3071.177,3327.016,22.142
176,288,3568.764,3340.729,71.113
177,15,2761.100,3331.567,13.314
178,36,2519.667,3340.417,27.213
179,4,3067.250,3338.250,7.657
180,235,2882.164,3348.287,57.113
181,6,3323.000,3342.500,7.657
182,2,2979.500,3347.000,4.828
183,59,3314.788,3352.907,32.971
184,44,3036.773,3353.477,24.728
185,15,2980.967,3353.367,13.314
186,301,3431.244,3363.955,79.012
187,273,4061.251,3365.940,68.527
188,7,3322.786,3357.071,9.071
189,1,3865.500,3360.500,2.828
190,54,3695.870,3367.315,32.971
191,9,1710.500,3365.056,12.485
192,82,2311.561,3377.951,39.698
193,20,2766.200,3377.400,15.899
194,165,3566.658,3395.179,55.113
195,2,3673.000,3395.500,4.243
196,51,3251.951,3406.912,26.728
197,173,3466.512,3411.286,50.284
198,42,3020.643,3433.429,26.142
199,16,3015.938,3444.562,14.485
200,168,2544.387,3459.381,51.698
201,57,2620.851,3462.167,28.971
202,11,3200.682,3459.409,12.485
203,12,2604.583,3459.833,13.314
204,210,3732.957,3470.695,63.255
205,319,2976.011,3482.961,79.740
206,38,3049.421,3471.553,22.142
207,20,2967.350,3477.800,16.142
208,22,3369.773,3481.545,17.314
209,41,3514.500,3484.256,22.142
210,14,3041.643,3489.286,16.142
211,135,3456.930,3498.870,50.284
212,263,3003.276,3500.869,61.355
213,263,2844.382,3506.937,63.355
214,17,3513.912,3500.912,14.728
215,12,3216.500,3504.000,14.485
216,119,3176.929,3523.727,42.042
217,165,3349.227,3529.161,52.870
218,96,3555.260,3533.906,40.870
219,38,3257.000,3535.500,21.314
220,74,3121.284,3541.905,31.799
221,82,2572.195,3543.390,34.385
222,192,4258.490,3549.365,58.284
223,39,3254.064,3545.064,22.142
224,392,2452.344,3560.906,75.598
225,99,4605.530,3557.813,45.456
226,479,2337.103,3567.306,89.154
227,107,2297.911,3566.790,44.385
228,31,3417.177,3562.726,20.142
229,207,2582.829,3570.669,52.284
230,8,3807.250,3569.125,10.485
231,29,3195.672,3572.328,20.728
232,427,2885.879,3583.671,88.569
233,263,2529.093,3587.131,64.770
234,16,3425.562,3577.625,14.485
235,19,2598.132,3595.711,15.314
236,282,3786.759,3607.929,74.770
237,83,3000.440,3600.572,32.971
238,184,2232.413,3609.429,57.355
239,110,1899.427,3606.309,38.870
240,3,3276.167,3600.833,5.657
241,40,2601.075,3605.325,28.385
242,41,3272.110,3610.646,26.971
243,276,3643.297,3623.750,64.527
244,62,3349.823,3618.177,28.142
245,378,3010.751,3630.349,80.083
246,44,1880.977,3623.341,29.213
247,13,2224.808,3624.654,14.485
248,41,3345.280,3631.866,23.556
249,38,2228.263,3635.237,25.556
250,239,1905.295,3651.320,61.113
251,251,3201.516,3654.261,64.770
252,130,4299.262,3665.900,42.627
253,6,3332.333,3671.333,8.485
254,59,3525.907,3679.025,32.042
255,42,4303.738,3679.333,22.971
256,1,3553.500,3679.500,2.828
257,175,2394.151,3693.283,53.012
258,517,3058.105,3701.804,100.468
259,233,2949.830,3696.315,57.598
260,34,3331.735,3691.618,20.728
261,201,2965.993,3702.614,55.941
262,212,3221.708,3702.750,59.941
263,167,1879.105,3703.530,52.527
264,86,1683.581,3715.163,40.627
265,345,4030.741,3730.862,79.598
266,8,3091.000,3723.000,9.657
267,156,2559.679,3734.929,46.284
268,4,3093.000,3732.000,5.657
269,415,2501.840,3790.025,85.841
270,13,2265.885,3780.115,11.899
271,76,3127.895,3797.434,38.385
272,4,1679.750,3798.500,7.657
273,95,3073.753,3805.616,37.213
274,120,935.975,3811.325,48.770
275,403,3293.584,3828.262,81.255
276,27,2543.944,3833.537,21.314
277,80,2523.675,3844.325,32.385
278,198,2498.793,3853.086,53.941
279,28,2528.000,3858.000,18.142
280,210,2479.100,3879.019,54.770
281,13,3523.269,3876.731,13.314
282,291,2493.160,3899.933,68.184
283,13,3529.500,3889.500,12.485
284,101,3110.619,3904.450,43.698
285,5,3593.100,3904.700,7.657
286,219,3655.167,3913.705,60.527
287,78,2591.500,3915.897,35.456
288,16,3590.188,3911.688,13.899
289,324,2105.250,3931.478,68.426
290,323,1565.435,3940.676,69.841
291,384,1852.633,3944.792,78.426
292,24,1978.625,3937.417,18.142
293,213,3533.768,3947.434,63.698
294,10,2941.900,3943.600,13.657
295,16,2512.688,3945.875,17.314
296,3,2142.833,3993.167,5.657
297,9,3740.167,3995.389,12.485
298,155,3560.803,4023.442,52.527
299,3,3088.167,4024.167,5.657
300,4,3237.000,4059.000,5.657
301,38,3721.211,4064.342,24.971
302,25,3240.460,4067.660,17.556
303,53,3664.840,4090.764,31.456
304,4,3188.000,4093.000,5.657
305,75,3312.287,4102.807,31.213
306,259,3173.959,4108.226,64.184
307,225,3840.660,4122.562,67.355
308,50,3316.880,4116.000,25.556
309,111,3596.320,4125.113,48.042
310,83,3734.018,4125.331,35.456
311,62,1822.629,4126.710,30.385
312,5,3670.100,4131.300,7.657
313,302,3375.076,4155.967,72.527
314,1,3105.500,4152.500,2.828
315,11,3335.409,4164.318,13.314
316,13,3322.885,4167.577,13.314
317,499,2431.967,4181.328,85.497
318,232,3218.875,4183.065,59.598
319,279,2314.278,4243.339,66.770
